Category/tQuestion	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Animals	What popular cartoon character from a 1995 animated movie keeps a raccoon as a pet?	Simba	Shrek	Pocahontas	Mulan	Pocahontas
Animals	Studies of raccoons intelligence have shown that raccoons are capable of performing this activity.	Opening locks	Understanding spoken words	Painting	Differentiating sounds	Opening locks
Animals	The Ramphotyphlops braminus, a harmless blind snake species, found in Africa and Asia, is often mistaken for this animal.	Black mamba	Dog-faced water snake	Elephant Trunk Snake	Earthworm	Earthworm
Animals	How are the young Box turtles classified according to their diet, which differs from the diet of mature Box turtles?	Specialized eaters	Omnivores	Carnivores	Herbivores	Carnivores
Animals	What distinctive feature is characteristic of the crocodile species called gharial, or Indian gavial?	Very short tail	Red spots on its back	Narrow snout	Purple scales	Narrow snout
Animals	How did the glass lizard, also known as glass snake, get its interesting name?	It can climb on glass.	Its eyes are glass-like.	It is almost transparent.	It breaks easily.	It breaks easily.
Animals	What other common name is used for the New Caledonian bumpy gecko, a reptile found only on the southern end of the island of New Caledonia?	All of these	Gargoyle gecko	Devil gecko	Horny gecko	Gargoyle gecko
Animals	This snake, the only existing member of its family, can be found in Mexico and has a very muscular body and a shovel-shaped snout.	All of these	Dwarf boa	Pipe snake	Loxocemidae bicolor	Loxocemidae bicolor
Animals	What is unique about the reptile called tuatara, which is endemic to New Zealand and is sometimes called living fossils?	It has a well-developed third eye.	All of these	It has two rows of teeth in the upper jaw.	It is able to hear though it has no ears.	It is able to hear though it has no ears.
Animals	What feature of the turtle species Dermochelys coriacea makes it easily distinguishable from all the other sea turtles?	It has a very long tail.	It has no shell.	Its body has very vivid colors.	It has a horn on its head.	It has no shell.
Animals	In what geographical area is the Rock monitor lizard, or Legavaan, found?	South America	New Guinea	Australia	Africa	Africa
Animals	What is the smallest extant species of crocodilian on the planet?	Smooth-fronted Caiman	Musky Caiman	Spectacled Caiman	Yacare Caiman	Musky Caiman
Animals	Where is the natural habitat of sloths?	Central and South Asia	Central and South America	Australia and the island of Tasmania	South Africa	Central and South America
Animals	Which of these is true about the sloths diet?	Sloths are carnivores.	Sloths are autotrophic organisms.	Sloths are herbivores.	Sloths are omnivores.	Sloths are omnivores.
Animals	Sloths have this number of toes and fingers depending on the family they belong to.	Two or three	Sloths do not have toes.	Four or five	One or two	Two or three
Animals	What is the the body length of an average mature sloth from head to tail?	90-100 centimeters	70-80 centimeters	30-40 centimeters	50-60 centimeters	50-60 centimeters
Animals	How many hours of sleep do sloths normally need per day?	20-22 hours	12-13 hours	Less than 10 hours	15-18 hours	Less than 10 hours
Animals	About 50% of the weight of a well-fed sloth comprises of the food in its stomach.	True	False			False
Animals	How long does it take for a sloth to digest its food completely?	1 week	More than 2 weeks	A month or more	About 3 months	A month or more
Animals	Which of these names does not refer to a sloth?	Ritto	Rit	Rikki-Tikki-Tavi	Ridette	Rikki-Tikki-Tavi
Animals	How many babies do female sloths give birth to per one pregnancy?	Four	Three	One	Two	One
Animals	Which of the following statements is wrong?	There are seven living species of sloths.	Two-toed sloths have only six cervical vertebrae instead of seven.	Sloths hairs grow away from their extremities instead of towards them.	Three-toed sloths have nine cervical vertebrae instead of seven.	There are seven living species of sloths.
Animals	What type of mammal is the kangaroo?	Monotreme	All of these	Amniote	Marsupial	Marsupial
Animals	What term is used to refer to the young of the kangaroo?	Joey	Mary	Jack	Wally	Joey
Animals	Which kangaroo species is the largest on the planet?	Antilopine Kangaroo	Western Grey Kangaroo	Eastern Grey Kangaroo	Red Kangaroo	Red Kangaroo
Animals	What is the difference between the digestion of kangaroos and the digestion of ruminants?	Nothing	Kangaroos need to consume some animal matter to provide essential digestive bacteria.	Kangaroos do not release methane.	Kangaroos digest plant matter five times faster than ruminants do.	Kangaroos do not release methane.
Animals	What does the diet of all kangaroos consist of in general?	All of these	Plant matter	Fungi	Plant and animal matter	Plant matter
Animals	Apart from jumping, kangaroos are known for fleeing from predators using this tactic.	All of these	Playing dead	Climbing	Swimming	Swimming
Animals	What kangaroo species set a record by moving with 64 kilometers per hour (40 mph)?	Eastern Grey Kangaroo	Great Grey Kangaroo	All of these	Forester Kangaroo	All of these
Animals	Male Western Grey Kangaroos were nicknamed Stinkers because they have this kind of odor.	Sour cabbage	Curry	Garlic	Gasoline	Curry
Animals	How do male kangaroos fight to win the privilege to fertilize the female?	They push each other.	All of these	They kick each other.	They hit each other by boxing.	All of these
Animals	What is the meaning of the word kangaroo according to legend?	I dont know.	Look at this!	I dont understand you.	What is this?	I dont understand you.
Animals	What other common name is used for a mudpuppy?	Water Canine	Waterdog	Mud Dog	Salamander	Waterdog
Animals	What type of animal is a mudpuppy?	skink	eel	fish	salamander	salamander
Animals	What is the average lifespan of a mudpuppy?	2 years	5 years	11 years	35 years	11 years
Animals	Mudpuppies breathe through gills when they are young and when they mature they use their lungs.	False	True			False
Animals	Which of these statements is true about the mudpuppy?	They are nocturnal.	They live in and out of the water.	They are poisonous.	Their lifecycle is divided into three stages.	They are nocturnal.
Animals	Mudpuppies are carnivores.	True	False			True
Animals	In which of the following states will you not find the mudpuppy?	Texas	Indiana	Kentucky	Ohio	Texas
Animals	Mudpuppies hibernate in the winter months.	True	False			False
Animals	How long is the average mudpuppy?	1 1/2 -3 inches	5-7 inches	12 inches	13-16 inches	13-16 inches
Animals	The mudpuppy can produce noise.	True	False			True
Animals	Wombats are endemic to this geographical area.	Australia and Tasmania	South America	Madagascar	Indonesia and the Philippines	Australia and Tasmania
Animals	What does the diet of wombats consist of in general?	Small vertebrates	Insects	Plants	All of these	Plants
Animals	How many babies does the female wombat give birth to every spring?	Three	Four	Two	One	One
Animals	What unusual anatomical feature do wombats possess?	Their pouch faces backwards.	They dont have a spleen.	They dont have eyelids.	All of these	Their pouch faces backwards.
Animals	Wombats have an incredibly fast metabolism.	False	True			False
Animals	Which of these wombat species is also known as Coarse-haired Wombat?	Southern Hairy-nosed Wombat	Northern Hairy-nosed Wombat	Common Wombat	None of these	Common Wombat
Animals	What way of defence do wombats use when they feel threatened?	All of these	Running	Climbing on trees	Kicking	Kicking
Animals	What is the name of the smallest wombat species on the planet?	Northern Hairy-nosed Wombat	Southern Hairy-nosed Wombat	Common Wombat	None of these	Southern Hairy-nosed Wombat
Animals	What should a person do to escape the attack of a wombat in the wild?	Climb a tree	Run	Play dead	Jump in a river	Climb a tree
Animals	This species, also known as Yaminon, is the largest wombat species on the planet.	Northern Hairy-nosed Wombat	Northern Hairy-nosed Wombat	Common Wombat	None of these	Northern Hairy-nosed Wombat
Animals	On which continent can you find the turltle-dove during most of the year?	Australia	Antarctica	South America	Europe	Europe
Animals	Which continent does the turtle-dove migrate to in the colder winter months?	Africa	Australia	North America	Asia	Africa
Animals	Which of the following statements is true about the turtle-dove?	They are not related to the pigeon.	They have never been domesticated.	They are flightless	They are viewed as a symbol of love.	They are viewed as a symbol of love.
Animals	What is the expected lifespan of a turtle-dove?	28 years	9 months	7 years	20 years	20 years
Animals	What is the incubation period for turtle-dove eggs?	7 weeks	17-25 days	12-14 days	1 month	12-14 days
Animals	Which of the following makes the turtle-dove different from other birds?	They suck to drink instead of tilting their heads back.	When they hatch they can fly within 2 days.	They cannot make any sound.	They can fly backwards.	They suck to drink instead of tilting their heads back.
Animals	The turtle-dove is closely related to the raven.	True	False			False
Animals	What are the main colors of turtle-doves?	Dark orange and gray	Brown and gray	Pale yellow and some black	blue and red	Brown and gray
Animals	The name of the turtle-dove is derived from the sound it produces.	True	False			True
Animals	Turtle-doves tend to eat in their nests and high in the trees.	True	False			False
Animals	Which of these statements is not true about the vision of bats?	Most smaller bat species are blind.	All of these	All bat species are able to detect UV light.	All bat species have underdeveloped eyesight.	All of these
